p= 0 | CubeHexMesh: Building sub cells
[MetricOpStats] ParamMass_M  (rows=4760)
  row_sum       min=4.0404e-07  max=0.00198  mean=0.000659429  max/|min|=4900.5
  |row_sum|     min=4.0404e-07  max=0.00198  mean=0.000659429  max/min=4900.5
  diag          min=1.79574e-07  max=0.00088  mean=0.000293079  nonpos=0
  max_abs_entry=0.00088
MrHyDE vector contract check (primal) errors: e[0]=0 e[1]=0 e[2]=0 e[3]=0 e[4]=0 e[5]=0 e[6]=0 e[7]=0 e[8]=0 e[9]=0 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check (dual) errors: e[0]=0 e[1]=2.89076e-16 e[2]=0 e[3]=0 e[4]=0 e[5]=4.95073e-17 e[6]=9.97613e-17 e[7]=0 e[8]=0 e[9]=1.11775e-15 e[10]=1.11022e-15 e[11]=0 e[12]=0
MrHyDE vector contract check: max_primal_err=0 max_dual_err=1.11775e-15 tol=1e-08

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Cubic Interpolation satisfying Wolfe Conditions
-------------------------------------------------------------------------------------------------------------
Quasi-Newton status output definitions

  iter     - Number of iterates (steps taken)
  value    - Objective function value
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  alpha    - Line search step length
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Cumulative number of times the gradient was computed
  ls_#fval - Number of the times the objective function was evaluated during the line search
  ls_#grad - Number of the times the gradient was evaluated during the line search
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          alpha          #fval     #grad     ls_#fval  ls_#grad  
  0     1.231016e-11   9.764913e-01   ---            ---            1         1         ---       ---       
  1     1.096815e-12   2.170267e-01   4.670104e-11   4.782536e-11   14        2         12        0         
  2     4.210468e-13   1.252959e-01   9.656077e-12   1.000000e+00   16        3         1         0         
  3     3.879106e-13   3.570754e-01   1.136781e-11   1.000000e+00   18        4         1         0         
  4     1.520307e-13   8.930868e-02   2.813773e-12   1.000000e+00   20        5         1         0         
  5     1.280387e-13   5.692570e-02   1.126507e-12   1.000000e+00   22        6         1         0         
  6     9.105387e-14   4.251460e-02   1.874251e-12   1.000000e+00   24        7         1         0         
  7     5.897162e-14   7.934963e-02   3.801336e-12   1.000000e+00   26        8         1         0         
  8     4.321091e-14   5.914158e-02   2.745117e-12   1.000000e+00   28        9         1         0         
  9     3.361994e-14   2.748702e-02   5.679602e-13   1.000000e+00   30        10        1         0         
  10    2.736186e-14   2.264577e-02   7.635737e-13   1.000000e+00   32        11        1         0         
  11    2.094904e-14   2.721629e-02   1.237172e-12   1.000000e+00   34        12        1         0         
  12    1.970767e-14   6.104659e-02   2.281758e-12   1.000000e+00   36        13        1         0         
  13    1.276476e-14   1.600697e-02   4.292355e-13   1.000000e+00   38        14        1         0         
  14    1.143323e-14   1.219502e-02   2.412255e-13   1.000000e+00   40        15        1         0         
  15    9.246401e-15   1.459140e-02   7.029915e-13   1.000000e+00   42        16        1         0         
  16    7.419310e-15   2.367247e-02   1.077866e-12   1.000000e+00   44        17        1         0         
  17    5.709166e-15   1.116244e-02   8.194070e-13   1.000000e+00   46        18        1         0         
  18    4.908336e-15   7.996718e-03   3.126580e-13   1.000000e+00   48        19        1         0         
  19    4.082434e-15   1.036739e-02   5.121218e-13   1.000000e+00   50        20        1         0         
  20    3.517225e-15   1.337195e-02   5.993075e-13   1.000000e+00   52        21        1         0         
  21    2.978159e-15   7.519143e-03   2.507907e-13   1.000000e+00   54        22        1         0         
  22    2.459891e-15   6.202586e-03   4.224867e-13   1.000000e+00   56        23        1         0         
  23    2.150240e-15   6.904637e-03   3.076317e-13   1.000000e+00   58        24        1         0         
  24    1.777172e-15   1.151799e-02   8.400924e-13   1.000000e+00   60        25        1         0         
  25    1.429953e-15   5.468952e-03   1.913060e-13   1.000000e+00   62        26        1         0         
  26    1.295602e-15   4.342524e-03   8.941220e-14   1.000000e+00   64        27        1         0         
  27    1.069084e-15   4.391699e-03   2.468842e-13   1.000000e+00   66        28        1         0         
  28    9.377435e-16   9.162586e-03   4.810489e-13   1.000000e+00   68        29        1         0         
  29    7.591118e-16   3.958058e-03   1.764685e-13   1.000000e+00   70        30        1         0         
  30    6.626911e-16   2.932321e-03   1.844085e-13   1.000000e+00   72        31        1         0         
  31    5.747040e-16   3.495260e-03   2.099579e-13   1.000000e+00   74        32        1         0         
  32    4.423192e-16   4.443686e-03   3.401479e-13   1.000000e+00   76        33        1         0         
  33    4.159432e-16   6.778486e-03   4.608405e-13   1.000000e+00   78        34        1         0         
  34    3.138033e-16   1.977361e-03   1.526330e-13   1.000000e+00   80        35        1         0         
  35    2.873011e-16   1.792550e-03   5.463881e-14   1.000000e+00   82        36        1         0         
  36    2.399011e-16   2.321461e-03   1.101210e-13   1.000000e+00   84        37        1         0         
  37    1.966475e-16   3.909728e-03   2.207003e-13   1.000000e+00   86        38        1         0         
  38    1.538591e-16   1.772540e-03   2.027036e-13   1.000000e+00   88        39        1         0         
  39    1.359710e-16   1.206913e-03   7.253195e-14   1.000000e+00   90        40        1         0         
  40    1.167099e-16   1.557917e-03   1.024877e-13   1.000000e+00   92        41        1         0         
  41    1.017160e-16   2.090628e-03   1.044986e-13   1.000000e+00   94        42        1         0         
  42    8.563003e-17   1.319839e-03   6.917377e-14   1.000000e+00   96        43        1         0         
  43    7.075079e-17   1.040101e-03   9.918805e-14   1.000000e+00   98        44        1         0         
  44    6.485627e-17   1.325158e-03   5.313211e-14   1.000000e+00   100       45        1         0         
  45    5.904702e-17   9.766017e-04   2.551846e-14   1.000000e+00   102       46        1         0         
  46    4.820644e-17   8.074684e-04   9.337410e-14   1.000000e+00   104       47        1         0         
